persona,script,modifier,query
uk_freelance_designer,card_refund_missing,anxious_security_fear,"Hi, I returned an item and the merchant says the refund was issued, but it still hasnt shown in my Revolut balance. I’m a bit panicked tbh — can you check the original card payment and tell me if the refund might just be linked to it / still pending, and when I should ask the merchant for proof of refund vs when to raise it with Revolut?"
uk_freelance_designer,card_refund_missing,confused_by_app_updates,"Hi, I returned something and the merchant says the refund was issued, but it still isnt showing in my Revolut balance. The app looks different to the instructions I found, so I cant find where to check the original card payment or refund status — can you point me to the right place and tell me when I should chase the merchant vs raise it with Revolut?"
uk_freelance_designer,card_refund_missing,angry_after_waiting,"Ive been waiting ages for this refund and its still not in my Revolut balance — the merchant says theyve issued it but I cant see it anywhere. Can you check the original card payment and tell me exactly whats going on, because I need a proper answer now, cheers."
uk_freelance_designer,chargeback_case_update,empty,"Hi, I disputed a card payment because the merchant never delivered the goods, but I havent had any update on the chargeback case. Can you explain how the dispute process works and whether you need any evidence from me like receipts, tracking details, messages with the merchant or cancellation proof? Cheers."
uk_freelance_designer,chargeback_case_update,poor_internet_connection,"Hi, I disputed a card payment because the merchant never delivered the goods, but I havent had any update on the chargeback case. My connection keeps dropping so the app keeps failing on me 😅 can you explain what evidence you need from me and roughly how long this usually takes before theres a final outcome?"
uk_freelance_designer,chargeback_case_update,anxious_security_fear,"Hi, I disputed a card payment because the merchant never delivered the goods, but I still havent had any update on the chargeback case and Im getting really anxious about whether my money or personal data is at risk 😣 Can you explain how the dispute process works, what evidence you might need from me like receipts, tracking info, messages with the merchant or cancellation proof, and roughly how long this usually takes before theres a final outcome?"
uk_freelance_designer,chargeback_case_update,confused_by_app_updates,"Hi, I disputed a card payment ages ago because the merchant never delivered, but I havent had any update on the chargeback case and the app layout looks totally different to the guide I found 😅 Can you explain how the dispute process works and where Im supposed to find the right section now?"
uk_freelance_designer,chargeback_case_update,angry_after_waiting,"I disputed a card payment ages ago because the merchant never sent the goods, and I still havent had any proper update on the chargeback case. Can someone tell me exactly whats happening, what evidence you need from me, and when Im actually going to get a final decision?"
uk_freelance_designer,top_up_reverted,empty,"Hi, I topped up with my debit card and the balance showed for a sec, then it got reverted. Can you tell me what usually causes that — do I need to retry, use a bank transfer instead, or check with my card issuer? Cheers."
uk_freelance_designer,top_up_reverted,poor_internet_connection,"Hi, I topped up with my debit card and the balance flashed up for a sec then got reversed 🤦‍♀️ My connection’s been awful so the app keeps failing too — can you tell me if it was declined by my card issuer, an auth issue, or if that card just cant be used for deposits, and should I retry, use bank transfer, or call my bank?"
uk_freelance_designer,top_up_reverted,anxious_security_fear,"Hi, I just topped up my Revolut with a debit card and the money showed in my balance for a second, then it got reverted 🙃 I’m a bit panicked — is my money safe, and was this likely the card issuer, auth failure, or some card restriction? Should I retry, use a bank transfer instead, or contact my card issuer?"
uk_freelance_designer,top_up_reverted,confused_by_app_updates,"Hi, I tried topping up with my debit card and the balance flashed up then got reverted, which is a bit confusing. The app looks different to the guide I found and I cant see where to check what happened or whether I should retry, use bank transfer, or speak to my card issuer — cheers."
uk_freelance_designer,top_up_reverted,angry_after_waiting,"my debit card top up showed in Revolut for a minute then got reversed, so where the hell did it go? i need a clear answer now — should i retry, use a bank transfer, or chase my card issuer?"
uk_freelance_designer,bank_transfer_pending_inbound,empty,"Hi, Im waiting on a bank transfer that the sender says has already been sent, but its still pending/missing in my Revolut app. Can you check if the right local or international account details were used, whether that currency/transfer type is supported, and what info youd need to trace it if it doesnt turn up?"
uk_freelance_designer,bank_transfer_pending_inbound,poor_internet_connection,"Hi, Im waiting for an incoming bank transfer in my Revolut but its still pending/missing even though the sender says it was sent. Could you help me check if the right local/international details were used, whether the currency/transfer type is supported, and what info you need to trace it if it doesnt show up soon?"
uk_freelance_designer,bank_transfer_pending_inbound,anxious_security_fear,"Hi, I’m waiting for a bank transfer that the sender says has already been sent, but it’s still pending/missing in my Revolut app and I’m getting a bit worried 😕 Can you check if the right local or international account details were used, whether the currency/transfer type should be supported, and if there could be intermediary banks holding it up? Also, what info do you need from me to trace it if it doesnt arrive soon?"
uk_freelance_designer,bank_transfer_pending_inbound,confused_by_app_updates,"Hi, Im waiting on a bank transfer that the sender says was sent, but its still missing/pending in my Revolut. The app looks different to the instructions Ive found, so I cant see where to check the correct account details or trace it — can you help me work out if the right local/international details were used and what info you need if it still doesnt arrive?"
uk_freelance_designer,bank_transfer_pending_inbound,angry_after_waiting,"Where is my bank transfer? The sender says it’s been sent ages ago but it’s still missing in my Revolut and I need this sorted now. Can you check if the right local/international details were used and what info you need to trace it, because this is getting ridiculous."
uk_freelance_designer,wrong_revolut_recipient_transfer,empty,"Hi, I sent a transfer to the wrong Revolut customer by picking the wrong contact/Revtag 🤦‍♀️ Can this be cancelled, and if not how do I ask them to send it back or report it if they don’t? Also, any tips to avoid doing this again on the app would be great, cheers."
uk_freelance_designer,wrong_revolut_recipient_transfer,poor_internet_connection,"Hi, I sent a transfer to the wrong Revolut contact by accident — my internet’s been dodgy and I think I tapped the wrong Revtag on a laggy screen 🙃 Can it be cancelled or do I need to ask the recipient to send it back, and how do I report it if they dont cooperate? Also, whats the best way to double-check the recipient before confirming so this doesnt happen again?"
uk_freelance_designer,wrong_revolut_recipient_transfer,anxious_security_fear,"Hi, I’ve just sent money to the wrong Revolut customer by mistake and Im a bit panicking — can this transfer be cancelled or reversed at all? If not, whats the best way to contact the recipient and report it if they dont send it back? Also, how do I make sure I’m checking the right Revtag/contact next time so this doesnt happen again 😅"
uk_freelance_designer,wrong_revolut_recipient_transfer,confused_by_app_updates,"Hey, I sent a transfer to the wrong Revolut customer by accident because the app looks different to the instructions I found and I cant find where to cancel it or message the recipient 😕 Can you tell me if I can get it back, how to contact them to ask for a refund, and where I report it if they dont reply?"
uk_freelance_designer,wrong_revolut_recipient_transfer,angry_after_waiting,"Ive just sent money to the wrong Revolut customer because I picked the wrong contact/Revtag and Im fuming — can this transfer be cancelled right now or not? If not, tell me exactly how I contact the recipient to ask for it back, how I report it if they ignore me, and what I should check before confirming next time so this doesnt happen again."
uk_freelance_designer,bank_transfer_extra_info_request,empty,"Hi, I started a bank transfer and got asked for more info before itll go through — can you let me know what details you need and why its being reviewed? I can send over the payment purpose, my relationship to the recipient, invoices or contracts if that helps, cheers."
uk_freelance_designer,bank_transfer_extra_info_request,poor_internet_connection,"Hi, my bank transfer got put on hold for extra info but the app isnt really telling me why. Can you let me know what details you need from me — like purpose of payment, relationship to the recipient or any invoice/contract — so I can get this sorted? The upload screen keeps failing on my dodgy connection as well 🙃"
uk_freelance_designer,bank_transfer_extra_info_request,anxious_security_fear,"Hi, I just started a bank transfer and Revolut is asking for more info before it goes through — why is it being reviewed? I’m a bit anxious about it tbh, can you reassure me if it’s safe to give the purpose, relationship to the recipient, invoices or contract details, and whether that’ll help get it sorted быстрее?"
uk_freelance_designer,bank_transfer_extra_info_request,confused_by_app_updates,"Hi, I started a bank transfer and Revolut is asking for more info before it goes through, but the app layout looks different from the instructions I found so I cant see where to add it. Can you tell me exactly where to submit the payment purpose/relationship to the recipient or any docs like an invoice so I can get it sorted?"
uk_freelance_designer,bank_transfer_extra_info_request,angry_after_waiting,"Why is my bank transfer still under review? I’ve already waited ages, so can someone tell me exactly what info you need from me to get this sorted now — purpose of payment, relationship to the recipient, invoice, whatever — because this is starting to be a bit ridiculous."
uk_freelance_designer,scheduled_payment_insufficient_funds,empty,"Hi, my scheduled transfer didnt go out because there werent enough funds at the time — can you explain what happened and how I can top up and retry it, or set up a new scheduled payment? Also how do I edit or cancel future scheduled transfers in the app, and make sure I’ve got enough balance in the right currency next time?"
uk_freelance_designer,scheduled_payment_insufficient_funds,poor_internet_connection,"My scheduled transfer failed this morning because there wasnt enough money in my Revolut balance at the time — can you explain why it didnt go out and how I can top up and retry it, or set up a new one? Also, how do I edit or cancel future scheduled transfers so this doesnt keep happening 😅"
uk_freelance_designer,scheduled_payment_insufficient_funds,anxious_security_fear,"Hi, I set up a scheduled transfer but it failed cos there wasnt enough money in my Revolut balance at the time — did anything else happen to my account or data, and is it safe? Can you help me top up, retry it or set a new scheduled payment, and tell me how to edit/cancel future ones so this doesnt happen again?"
uk_freelance_designer,scheduled_payment_insufficient_funds,confused_by_app_updates,"Hi, I had a scheduled transfer set up but it failed cos there werent enough funds at the time, and the app looks different to the instructions Im finding so Im a bit lost. Can you tell me where to top up and retry it, or how to set up a new scheduled payment / edit or cancel future ones? Cheers"
uk_freelance_designer,scheduled_payment_insufficient_funds,angry_after_waiting,"My scheduled transfer failed because there wasnt enough money in my Revolut at the time — can you tell me why it didnt just retry and how I get it sent now? Need to know how to top up and either retry it or make a new scheduled payment, plus how to edit/cancel the future ones so this doesnt happen again."
uk_freelance_designer,direct_debit_unrecognized,empty,"Hi, I’ve got a direct debit attempt in Revolut I dont recognise and I want to stop it before any money goes out. Can you help me find the mandate in the app, check the merchant name/payment history, and tell me how to cancel it if it looks dodgy or what to do if it’s already been taken?"
uk_freelance_designer,direct_debit_unrecognized,poor_internet_connection,"Hi, I’ve got a Direct Debit attempt in my Revolut I dont recognise and I want to stop it before more money goes out. The app keeps failing on my dodgy connection, so can you help me find the mandate, check the merchant name/payment history, and tell me how to cancel it or what to do if its already been taken or looks fraudulent?"
uk_freelance_designer,direct_debit_unrecognized,anxious_security_fear,"Hi, Ive just seen a Direct Debit attempt in Revoult that I dont recognise and Im really worried 😕 Can you help me find the mandate in the app, check who the merchant is and whether its had any past payments, and tell me how to cancel it asap if needed? If its already gone out or looks fraudulent, what should I do next, please I really need some reassurance."
uk_freelance_designer,direct_debit_unrecognized,confused_by_app_updates,"Hi, I can see a direct debit attempt on my Revolut that I dont recognise and I need to stop it before anything else gets taken. The app looks different from the instructions Im finding, so could you point me to where the direct debit mandate is now, how to check the merchant name/payment history, and how to cancel it if needed?"
uk_freelance_designer,direct_debit_unrecognized,angry_after_waiting,"Ive got a Direct Debit attempt in Revolut I dont recognise and I want it stopped before any money goes out, now. Tell me where to find the mandate in the app, how to check the merchant and past payments, and how to cancel it straight away if needed — and what I do if its already been taken or looks fraudulent."
uk_freelance_designer,negative_balance_after_offline_payment,empty,"Hi, my Revolut balance has gone negative after a few card payments from my trip abroad came through days later. Can you explain why that happens and how I can check which transactions posted late, add money to cover it, and flag anything that looks wrong? Cheers"
uk_freelance_designer,negative_balance_after_offline_payment,poor_internet_connection,"Hi, my Revolut balance has gone negative after a couple of card payments from my trip abroad finally posted days later, which is a bit random. I’ve got patchy internet so the app keeps failing to load—can you explain why this happens and tell me how I can check the transactions and top up to cover it if needed? Cheers"
uk_freelance_designer,negative_balance_after_offline_payment,anxious_security_fear,"Hi, my Revolut balance has gone negative after a few card payments from abroad posted days later, and I’m really anxious about whether my money or data is safe. Can you explain why this happens, how I can check the delayed transactions in the app, and what I should do to top up and get it sorted?"
uk_freelance_designer,negative_balance_after_offline_payment,confused_by_app_updates,"Hi, my Revolut balance has gone negative after a couple of card payments from when I was abroad posted days later, which is a bit confusing. The app looks different to the instructions Ive found, so can you tell me where I can check those delayed transactions and how to top up to cover the negative balance?"
uk_freelance_designer,negative_balance_after_offline_payment,angry_after_waiting,"My Revolut balance has gone negative after a few card payments from abroad finally posting days later, which is honestly ridiculous. Can you explain why this happened, tell me where I can check these delayed/offline merchant transactions in the app, and what I need to do now to sort the negative balance ASAP?"
uk_freelance_designer,login_new_phone_number,empty,"Hi, I’ve changed my phone number and now I cant log in because the verification codes are still going to my old one. Can you help me get into my Revolut account and update the contact details? Cheers, I dont have access to the old SIM anymore."
uk_freelance_designer,login_new_phone_number,poor_internet_connection,"Hi, I changed my phone number and now I can’t log in because the verification codes keep going to my old one. The recovery flow is failing on my end too because my connection keeps dropping — can you help me get back in and update my contact details, even if I need to do extra verification?"
uk_freelance_designer,login_new_phone_number,anxious_security_fear,"Hi, I’ve changed my phone number and now I cant log in because the verification codes are still going to my old number — can you help me recover access and update my contact details? I’m a bit anxious as I no longer have the old SIM/device, so if you need extra verification that’s fine, I just really need to know my account and money are safe."
uk_freelance_designer,login_new_phone_number,confused_by_app_updates,"Hi, I’ve changed my phone number and now I cant log in because the verification codes are still going to my old one. The app looks different to the steps I found, so I cant find the recovery option or where to update my contact details — can you help me get back in and confirm my identity?"
uk_freelance_designer,login_new_phone_number,angry_after_waiting,"Ive changed my phone number and now Revolut keeps sending the login code to the old one, so I cant get in at all. Ive already waited ages for this — can you get me into the recovery flow and update my contact details now, or tell me exactly what verification you need if I dont have the old SIM anymore?"
uk_freelance_designer,lost_passkey_device,empty,"Hi, I lost the phone where my Revolut passkey was saved and its been factory reset, so I cant log in on my new iPhone. Can you help me recover access, remove/replace that passkey if needed, and make sure the account is secure in case someone else can still get into the old device? Cheers."
uk_freelance_designer,lost_passkey_device,poor_internet_connection,"Hi, I lost the phone my Revolut passkey was saved on and it got factory reset, so I cant log in on my new iPhone now. The recovery screens and ID upload keep failing on my dodgy connection 🙃 can you help me remove/replace that passkey, verify my identity another way, and make sure the account is secure in case the old device is still out there?"
uk_freelance_designer,lost_passkey_device,anxious_security_fear,"Hi, ive lost the phone my Revolut passkey was on and its been factory reset, so I cant log in on my new iPhone at all. Im really worried someone could still get into my account or personal data — can you help me recover access, remove that passkey if possible, and secure everything asap? cheers"
uk_freelance_designer,lost_passkey_device,confused_by_app_updates,"Hi, I stored my Revolut passkey on my old phone and its been lost/factory reset, so I cant get into my account on this new iPhone. The app looks different from the help steps Im finding and I cant see where to remove/replace the passkey or start login recovery — can you point me in the right place and help secure the account if needed?"
uk_freelance_designer,lost_passkey_device,angry_after_waiting,"My Revolut passkey was on a phone thats now lost/reset and I cant log in on my new iPhone at all. Ive waited ages for help - please tell me how to remove/replace the dead passkey, verify me another way, and secure the account now in case someone else still has access."
uk_freelance_designer,mobile_verification_code_not_received,empty,"Hi, I’m trying to log in to my Revolut app but the verification code never arrives 😅 I’ve checked a few times and it still doesnt come through — can you help me figure out if my number format/country code is right and what to do next?"
uk_freelance_designer,mobile_verification_code_not_received,poor_internet_connection,"Hi, Im trying to log in/sign up on the app but the verification code never arrives, and my connection is rubbish so the screen keeps failing too 🙃 Could you help me check if my phone number/country code is right and what to try if the SMS or call is being blocked?"
uk_freelance_designer,mobile_verification_code_not_received,anxious_security_fear,"Hi, Im trying to sign up/log in and the Revolut verification code just isnt arriving 😟 Ive checked a few times now and Im getting a bit anxious about whether my money/data is safe — can you please tell me what to check on the number format/country code, SIM, and any call/message blocking, and whether its safe to request another code or use recovery? Cheers."
uk_freelance_designer,mobile_verification_code_not_received,confused_by_app_updates,"Hey, Im trying to log in/sign up on the app but the verification code just never arrives. The instructions Im seeing dont match my screen at all now, so I cant find where to check the phone number format/country code or the SMS/call options — can you help me work out what Im missing?"
uk_freelance_designer,mobile_verification_code_not_received,angry_after_waiting,"Im trying to log in and the Revolut verification code still hasnt arrived, even after waiting ages. Ive checked the number format already — can you just tell me what to do right now to get the code sorted?"
uk_freelance_designer,account_restricted_card_blocked,empty,"Hi, my Revolut account seems restricted — card payments are failing and transfers are blocked, and the app just says my info is under review. Can you let me know what I need to do to get this sorted, cheers?"
uk_freelance_designer,account_restricted_card_blocked,poor_internet_connection,"Hi, my Revolut app says my info is under review and now card payments and transfers are blocked. I’m trying to upload the docs it asked for but the screen keeps failing on my dodgy connection — can you tell me whats going on and what I need to send so this gets sorted?"
uk_freelance_designer,account_restricted_card_blocked,anxious_security_fear,"Hi, my Revolut account seems restricted and Im really worried — card payments are failing, trasnfers are blocked, and the app just says my info is under review. Can you please explain whats going on and reassure me my money/personal data is safe?"
uk_freelance_designer,account_restricted_card_blocked,confused_by_app_updates,"Hi, my Revolut account seems restricted — card payments are failing and transfers are blocked, but the app just says my info is under review. The help article i found doesnt match my app anymore, so i cant even find where to check whats needed 😕 Can you tell me what I should look for and whether this will clear once the review is done?"
uk_freelance_designer,account_restricted_card_blocked,angry_after_waiting,"Why is my revoult account still restricted? Card payments are failing, trasnfers are blocked, and the app just says my info is under review — ive already waited ages and need a proper fix now, not the usual holding message."
uk_freelance_designer,savings_withdrawal_pending,empty,"Hi, I withdrew money from my Revolut Savings account earlier but it’s still showing as pending and hasn’t landed in my main balance yet. Can you let me know how long this normally takes, where I can check the withdrawal status in the app, and if weekends/holidays can delay it? Cheers."
uk_freelance_designer,savings_withdrawal_pending,poor_internet_connection,"Hi, I withdrew money from my Savings account this morning but its still pending and not showing in my main balance — bit annoying as my app keeps failing on this dodgy connection 😅 Can you tell me where to check the withdrawal status and if weekends/holidays can delay it?"
uk_freelance_designer,savings_withdrawal_pending,anxious_security_fear,"Hi, I’ve withdrawn money from my Savings account but it’s still pending and not showing in my main balance — is that normal? I’m a bit anxious tbh, can you reassure me it’s safe and tell me where I can check the status, especially if weekends or bank holidays can delay it?"
